sample_id	species	abundance	adjust_abundance	GC_percentage	N50	contigs_bigger_500	largest_contig	total_contigs	total_length	low_coverage_contigs	expected_genome_min	expected_genome_max	within_genome_expected	difference	mlst-alleles	mlst	mlst-species	CE_alleles	PCR_genes	phylotype	quadraplex	antigenic_profile	predicted_serotype	subspecies	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity	high_quality
SAMEA4004527	Neisseria meningitidis	36.431	36.431	52.08	180000	34	225043	42	2017888		1702000.0	2554000.0	TRUE		abcZ(955),adk(560),aroE(22),fumC(511),gdh(19),pdhC(27),pgm(23)	-	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3901)	50	804	526	2	800	2	0	0	0	99.75	0.38	0.0	True
SAMEA4004528	Neisseria polysaccharea	36.217	36.217	51.59	161489	47	212663	57	2110329		1645000.0	2469000.0	TRUE		abcZ(30),adk(559),aroE(40),fumC(46),gdh(219),pdhC(43),pgm(1023)	-	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	2	655	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004529	Neisseria subflava	63.948	63.948	49.15	88147	60	225645	84	2332726		1809000.0	2715000.0	TRUE		abcZ(956),adk(721),aroE(991),fumC(874),gdh(1010),pdhC(398),pgm(1024)	-	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	655	1	0	0	0	99.92	0.23	0.0	True
SAMEA4004530	Neisseria lactamica	75.9	75.9	52.16	141500	49	364900	57	2126966		1748000.0	2623000.0	TRUE		abcZ(83),adk(90),aroE(97),fumC(169),gdh(90),pdhC(46),pgm(160)	8469	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004531	Neisseria subflava	65.95	65.95	49.35	87953	51	260994	61	2298220		1809000.0	2715000.0	TRUE		abcZ(957),adk(722),aroE(992),fumC(1052),gdh(1011),pdhC(49),pgm(1025)	-	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	655	1	0	0	0	99.92	0.23	0.0	True
SAMEA4004636	Neisseria lactamica	77.362	77.362	52.17	81366	60	193310	75	2125931		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(98),gdh(81),pdhC(46),pgm(88)	624	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004637	Neisseria lactamica	75.853	75.853	52.2	149582	52	451085	67	2120141		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(98),gdh(81),pdhC(46),pgm(88)	624	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004638	Neisseria lactamica	81.492	81.492	52.41	152303	40	367759	50	2150748		1748000.0	2623000.0	TRUE		abcZ(80),adk(45),aroE(98),fumC(100),gdh(396),pdhC(44),pgm(105)	6203	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004639	Neisseria lactamica	81.748	81.748	52.41	146262	39	368066	48	2151331		1748000.0	2623000.0	TRUE		abcZ(80),adk(45),aroE(98),fumC(100),gdh(396),pdhC(44),pgm(105)	6203	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004640	Neisseria lactamica	77.37	77.37	52.18	138471	58	246690	73	2121552		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(384),gdh(155),pdhC(46),pgm(88)	6187	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004641	Neisseria lactamica	77.041	77.041	52.06	122769	58	374401	73	2143546		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(384),gdh(155),pdhC(46),pgm(88)	6187	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004642	Neisseria lactamica	92.346	92.346	52.29	113330	55	350453	72	2154349		1748000.0	2623000.0	TRUE		abcZ(84),adk(49),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(90)	6177	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004643	Neisseria lactamica	76.493	76.493	52.13	93437	66	454786	87	2138574		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(98),gdh(81),pdhC(46),pgm(88)	624	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004644	Neisseria lactamica	76.454	76.454	52.15	78521	68	236614	89	2134250		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(98),gdh(81),pdhC(46),pgm(88)	624	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004645	Neisseria lactamica	92.077	92.077	52.35	106637	62	404712	78	2171256		1748000.0	2623000.0	TRUE		abcZ(84),adk(49),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(90)	6177	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004646	Neisseria lactamica	88.946	88.946	52.3	133268	51	427459	61	2121005		1748000.0	2623000.0	TRUE		abcZ(84),adk(49),aroE(48),fumC(50),gdh(155),pdhC(46),pgm(380)	6253	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004647	Neisseria lactamica	82.052	82.052	52.28	161627	32	669380	40	2189449		1748000.0	2623000.0	TRUE		abcZ(80),adk(45),aroE(429),fumC(100),gdh(94),pdhC(44),pgm(105)	6184	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004648	Neisseria lactamica	80.867	80.867	52.29	197215	34	472052	43	2188990		1748000.0	2623000.0	TRUE		abcZ(80),adk(45),aroE(429),fumC(100),gdh(94),pdhC(44),pgm(105)	6184	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004649	Neisseria lactamica	89.057	89.057	52.33	133258	55	427411	65	2114793		1748000.0	2623000.0	TRUE		abcZ(84),adk(49),aroE(48),fumC(50),gdh(155),pdhC(46),pgm(45)	6180	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004650	Neisseria lactamica	76.89	76.89	52.23	159599	58	278095	72	2121243		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(98),gdh(81),pdhC(46),pgm(88)	624	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004651	Neisseria lactamica	77.557	77.557	52.14	124185	58	451464	74	2125374		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(384),gdh(81),pdhC(46),pgm(88)	6182	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004652	Neisseria lactamica	83.172	83.172	52.36	128970	56	212299	68	2185154		1748000.0	2623000.0	TRUE		abcZ(84),adk(49),aroE(48),fumC(50),gdh(155),pdhC(46),pgm(45)	6180	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004653	Neisseria lactamica	90.18	90.18	52.29	113428	61	472763	73	2200098		1748000.0	2623000.0	TRUE		abcZ(84),adk(49),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(90)	6177	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004654	Neisseria lactamica	93.019	93.019	52.37	142586	50	409042	63	2093716		1748000.0	2623000.0	TRUE		abcZ(84),adk(49),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(90)	6177	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004655	Neisseria lactamica	88.71	88.71	52.44	122840	58	251066	67	2148740		1748000.0	2623000.0	TRUE		abcZ(84),adk(49),aroE(48),fumC(50),gdh(155),pdhC(46),pgm(45)	6180	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004656	Neisseria lactamica	76.573	76.573	52.15	150260	57	465658	73	2201350		1748000.0	2623000.0	TRUE		abcZ(32),adk(45),aroE(48),fumC(382),gdh(398),pdhC(123),pgm(382)	6224	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004657	Neisseria lactamica	89.192	89.192	52.42	101839	54	379279	67	2091141		1748000.0	2623000.0	TRUE		abcZ(84),adk(49),aroE(48),fumC(50),gdh(155),pdhC(46),pgm(45)	6180	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004658	Neisseria lactamica	92.516	92.516	52.28	103469	65	458986	81	2194782		1748000.0	2623000.0	TRUE		abcZ(84),adk(49),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(90)	6177	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004659	Neisseria lactamica	84.055	84.055	52.32	151015	40	241835	48	2166488		1748000.0	2623000.0	TRUE		abcZ(80),adk(43),aroE(98),fumC(386),gdh(86),pdhC(388),pgm(56)	6229	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004660	Neisseria lactamica	76.387	76.387	52.13	93293	67	328327	84	2138501		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(98),gdh(81),pdhC(46),pgm(88)	624	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004661	Neisseria lactamica	76.115	76.115	52.28	146083	46	339569	62	2148528		1748000.0	2623000.0	TRUE		abcZ(40),adk(43),aroE(48),fumC(382),gdh(81),pdhC(123),pgm(385)	6227	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004662	Neisseria lactamica	76.732	76.732	52.23	125030	58	246419	73	2165465		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(98),gdh(81),pdhC(46),pgm(88)	624	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004663	Neisseria lactamica	76.423	76.423	52.21	83465	48	457670	61	2121008		1748000.0	2623000.0	TRUE		abcZ(81),adk(43),aroE(100),fumC(98),gdh(393),pdhC(46),pgm(88)	6206	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004664	Neisseria lactamica	76.744	76.744	52.16	102392	63	206227	79	2128168		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(383),gdh(81),pdhC(46),pgm(88)	6209	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004665	Neisseria lactamica	76.527	76.527	52.09	141433	69	205780	81	2140935		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(98),gdh(81),pdhC(46),pgm(88)	624	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004666	Neisseria lactamica	76.16	76.16	52.17	138427	53	277687	71	2121836		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(384),gdh(395),pdhC(46),pgm(383)	6186	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004667	Neisseria lactamica	76.256	76.256	52.27	136408	42	383420	50	2150100		1748000.0	2623000.0	TRUE		abcZ(40),adk(43),aroE(48),fumC(108),gdh(100),pdhC(123),pgm(385)	6178	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004668	Neisseria lactamica	76.446	76.446	52.22	141351	60	452642	72	2121991		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(98),gdh(81),pdhC(46),pgm(88)	624	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004669	Neisseria lactamica	76.75	76.75	52.23	134860	56	336345	69	2164586		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(98),gdh(81),pdhC(46),pgm(88)	624	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004670	Neisseria lactamica	76.708	76.708	52.22	93172	46	457675	61	2120576		1748000.0	2623000.0	TRUE		abcZ(81),adk(43),aroE(100),fumC(98),gdh(393),pdhC(46),pgm(88)	6206	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004671	Neisseria lactamica	77.397	77.397	52.18	138478	49	340421	66	2124622		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(384),gdh(395),pdhC(400),pgm(88)	6244	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004672	Neisseria lactamica	80.483	80.483	52.48	138309	50	312692	63	2076529		1748000.0	2623000.0	TRUE		abcZ(32),adk(51),aroE(430),fumC(382),gdh(413),pdhC(388),pgm(381)	6199	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004673	Neisseria lactamica	76.879	76.879	52.18	127914	56	335491	69	2190775		1748000.0	2623000.0	TRUE		abcZ(32),adk(255),aroE(435),fumC(389),gdh(403),pdhC(123),pgm(382)	6226	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004674	Neisseria lactamica	75.978	75.978	52.26	137105	47	339446	54	2150860		1748000.0	2623000.0	TRUE		abcZ(40),adk(43),aroE(48),fumC(108),gdh(100),pdhC(123),pgm(385)	6178	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004675	Neisseria lactamica	77.267	77.267	52.18	92149	62	454041	77	2121986		1748000.0	2623000.0	TRUE		abcZ(81),adk(51),aroE(48),fumC(98),gdh(81),pdhC(393),pgm(88)	6212	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004676	Neisseria lactamica	77.033	77.033	52.18	85210	62	336875	82	2122743		1748000.0	2623000.0	TRUE		abcZ(81),adk(51),aroE(48),fumC(98),gdh(81),pdhC(393),pgm(88)	6212	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004677	Neisseria lactamica	76.773	76.773	52.15	105920	55	453881	71	2127037		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(387),gdh(393),pdhC(46),pgm(88)	6188	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004678	Neisseria lactamica	76.654	76.654	52.16	97438	55	275995	70	2126180		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(387),gdh(393),pdhC(46),pgm(88)	6188	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004679	Neisseria lactamica	76.669	76.669	52.19	118470	52	453895	71	2116137		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(387),gdh(393),pdhC(46),pgm(88)	6188	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004680	Neisseria lactamica	76.924	76.924	52.2	121620	56	374049	68	2122808		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(381),gdh(81),pdhC(46),pgm(88)	6208	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004681	Neisseria lactamica	76.594	76.594	52.26	145136	44	339566	54	2150448		1748000.0	2623000.0	TRUE		abcZ(40),adk(43),aroE(48),fumC(108),gdh(100),pdhC(123),pgm(384)	6200	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004682	Neisseria lactamica	77.585	77.585	52.17	86518	58	365513	72	2125370		1748000.0	2623000.0	TRUE		abcZ(84),adk(47),aroE(48),fumC(384),gdh(81),pdhC(46),pgm(88)	6250	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004683	Neisseria lactamica	78.213	78.213	52.32	152276	53	294323	66	2160593		1748000.0	2623000.0	TRUE		abcZ(29),adk(45),aroE(68),fumC(388),gdh(400),pdhC(390),pgm(388)	6197	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004684	Neisseria lactamica	80.34	80.34	52.37	161572	46	340193	60	2176802		1748000.0	2623000.0	TRUE		abcZ(376),adk(252),aroE(431),fumC(100),gdh(394),pdhC(389),pgm(382)	6272	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004686	Neisseria lactamica	76.283	76.283	52.27	136416	48	339513	56	2150395		1748000.0	2623000.0	TRUE		abcZ(40),adk(43),aroE(48),fumC(108),gdh(100),pdhC(123),pgm(385)	6178	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004687	Neisseria lactamica	92.194	92.194	52.32	135155	48	382611	61	2139217		1748000.0	2623000.0	TRUE		abcZ(84),adk(49),aroE(48),fumC(382),gdh(92),pdhC(46),pgm(90)	6256	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004688	Neisseria lactamica	77.017	77.017	52.2	121619	54	374029	69	2122436		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(381),gdh(81),pdhC(46),pgm(88)	6208	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004689	Neisseria lactamica	74.244	74.244	52.26	136471	46	339447	57	2156864	contig00023,contig00051,contig00057	1748000.0	2623000.0	TRUE		abcZ(40),adk(43),aroE(48),fumC(108),gdh(100),pdhC(123),pgm(385)	6178	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004690	Neisseria lactamica	76.359	76.359	52.26	136413	46	339448	55	2149595		1748000.0	2623000.0	TRUE		abcZ(40),adk(43),aroE(48),fumC(108),gdh(100),pdhC(123),pgm(385)	6178	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004691	Neisseria lactamica	76.406	76.406	52.13	85301	65	454797	83	2138343		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(98),gdh(81),pdhC(46),pgm(88)	624	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004692	Neisseria lactamica	76.291	76.291	52.09	106474	64	205832	80	2146800		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(98),gdh(81),pdhC(46),pgm(88)	624	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004693	Neisseria lactamica	76.4	76.4	52.26	145150	47	179950	55	2151201		1748000.0	2623000.0	TRUE		abcZ(40),adk(43),aroE(48),fumC(108),gdh(100),pdhC(123),pgm(385)	6178	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004694	Neisseria lactamica	76.567	76.567	52.16	138448	55	389831	72	2122291		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(384),gdh(395),pdhC(46),pgm(383)	6186	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004695	Neisseria lactamica	76.785	76.785	52.17	204832	52	456581	69	2123904		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(384),gdh(395),pdhC(46),pgm(383)	6186	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004696	Neisseria lactamica	76.22	76.22	52.27	103815	49	179247	58	2148343		1748000.0	2623000.0	TRUE		abcZ(40),adk(43),aroE(48),fumC(108),gdh(100),pdhC(123),pgm(385)	6178	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004697	Neisseria lactamica	75.56	75.56	52.22	136662	53	206773	65	2155555		1748000.0	2623000.0	TRUE		abcZ(40),adk(43),aroE(48),fumC(108),gdh(100),pdhC(123),pgm(385)	6178	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004698	Neisseria lactamica	76.643	76.643	52.18	141625	48	203469	64	2127653		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(98),gdh(81),pdhC(46),pgm(88)	624	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004699	Neisseria lactamica	76.824	76.824	52.16	89773	58	205850	76	2130071		1748000.0	2623000.0	TRUE		abcZ(81),adk(47),aroE(100),fumC(383),gdh(81),pdhC(46),pgm(88)	6209	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004700	Neisseria lactamica	89.791	89.791	52.35	133895	47	321816	58	2159039		1748000.0	2623000.0	TRUE		abcZ(84),adk(49),aroE(48),fumC(50),gdh(92),pdhC(400),pgm(45)	6193	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004701	Neisseria lactamica	92.428	92.428	52.23	134195	54	382299	68	2164059		1748000.0	2623000.0	TRUE		abcZ(84),adk(49),aroE(48),fumC(50),gdh(92),pdhC(46),pgm(90)	6177	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
SAMEA4004702	Neisseria lactamica	88.327	88.327	52.43	116846	55	382696	69	2148081		1748000.0	2623000.0	TRUE		abcZ(81),adk(49),aroE(48),fumC(50),gdh(92),pdhC(123),pgm(90)	6211	neisseria			Non Escherichia	-,-,-,-	-:-:-	- -:-:-	-	f__Neisseriaceae (UID3890)	69	657	443	1	656	0	0	0	0	99.92	0.0	0.0	True
